,station_id,count,avg,prob
0,0,116,4.142857142857143,0.0741687979539642
1,1,129,4.607142857142857,0.08248081841432225
2,2,135,4.821428571428571,0.08631713554987212
3,3,115,4.107142857142857,0.07352941176470588
4,4,124,4.428571428571429,0.0792838874680307
5,5,146,5.214285714285714,0.09335038363171355
6,6,130,4.642857142857143,0.08312020460358056
7,7,143,5.107142857142857,0.09143222506393862
8,8,114,4.071428571428571,0.07289002557544758
9,9,131,4.678571428571429,0.08375959079283887
10,10,162,5.785714285714286,0.10358056265984655
11,11,160,5.714285714285714,0.10230179028132992
12,12,120,4.285714285714286,0.07672634271099744
13,13,124,4.428571428571429,0.0792838874680307
14,14,133,4.75,0.0850383631713555
15,15,136,4.857142857142857,0.08695652173913043
16,16,97,3.4642857142857144,0.062020460358056265
17,17,122,4.357142857142857,0.07800511508951406
18,19,152,5.428571428571429,0.09718670076726342
19,20,124,4.428571428571429,0.0792838874680307
20,21,129,4.607142857142857,0.08248081841432225
21,22,136,4.857142857142857,0.08695652173913043
22,23,130,4.642857142857143,0.08312020460358056
23,24,136,4.857142857142857,0.08695652173913043
24,25,119,4.25,0.07608695652173914
25,26,121,4.321428571428571,0.07736572890025575
26,27,126,4.5,0.08056265984654731
27,28,161,5.75,0.10294117647058823
28,29,156,5.571428571428571,0.09974424552429667
29,30,96,3.4285714285714284,0.061381074168797956
30,31,128,4.571428571428571,0.08184143222506395
31,32,122,4.357142857142857,0.07800511508951406
32,33,142,5.071428571428571,0.0907928388746803
33,34,135,4.821428571428571,0.08631713554987212
34,35,116,4.142857142857143,0.0741687979539642
35,36,111,3.9642857142857144,0.07097186700767263
36,37,104,3.7142857142857144,0.06649616368286446
37,38,128,4.571428571428571,0.08184143222506395
38,39,120,4.285714285714286,0.07672634271099744
39,40,134,4.785714285714286,0.08567774936061381
40,41,90,3.2142857142857144,0.05754475703324808
41,42,137,4.892857142857143,0.08759590792838874
42,43,127,4.535714285714286,0.08120204603580562
43,45,124,4.428571428571429,0.0792838874680307
44,46,123,4.392857142857143,0.07864450127877237
45,47,115,4.107142857142857,0.07352941176470588
46,48,108,3.857142857142857,0.06905370843989769
47,49,114,4.071428571428571,0.07289002557544758
48,50,139,4.964285714285714,0.08887468030690537
49,51,105,3.75,0.06713554987212277
50,52,109,3.892857142857143,0.06969309462915602
51,53,134,4.785714285714286,0.08567774936061381
52,54,132,4.714285714285714,0.08439897698209718
53,55,119,4.25,0.07608695652173914
54,56,121,4.321428571428571,0.07736572890025575
55,57,116,4.142857142857143,0.0741687979539642
56,58,145,5.178571428571429,0.09271099744245524
57,59,137,4.892857142857143,0.08759590792838874
58,61,135,4.821428571428571,0.08631713554987212
59,63,120,4.285714285714286,0.07672634271099744
60,64,122,4.357142857142857,0.07800511508951406
61,65,140,5.0,0.08951406649616368
62,66,120,4.285714285714286,0.07672634271099744
63,67,129,4.607142857142857,0.08248081841432225
64,68,127,4.535714285714286,0.08120204603580562
65,69,147,5.25,0.09398976982097186
66,70,136,4.857142857142857,0.08695652173913043
67,71,150,5.357142857142857,0.0959079283887468
68,72,106,3.7857142857142856,0.06777493606138107
69,73,123,4.392857142857143,0.07864450127877237
70,74,109,3.892857142857143,0.06969309462915602
71,75,106,3.7857142857142856,0.06777493606138107
72,76,156,5.571428571428571,0.09974424552429667
73,77,142,5.071428571428571,0.0907928388746803
74,78,135,4.821428571428571,0.08631713554987212
75,79,121,4.321428571428571,0.07736572890025575
76,81,125,4.464285714285714,0.079923273657289
77,82,115,4.107142857142857,0.07352941176470588
78,83,121,4.321428571428571,0.07736572890025575
79,84,107,3.8214285714285716,0.06841432225063938
80,85,104,3.7142857142857144,0.06649616368286446
81,86,112,4.0,0.07161125319693094
82,87,131,4.678571428571429,0.08375959079283887
83,88,152,5.428571428571429,0.09718670076726342
84,89,124,4.428571428571429,0.0792838874680307
85,90,114,4.071428571428571,0.07289002557544758
86,91,129,4.607142857142857,0.08248081841432225
87,92,144,5.142857142857143,0.09207161125319693
88,93,94,3.357142857142857,0.06010230179028133
89,94,145,5.178571428571429,0.09271099744245524
90,95,121,4.321428571428571,0.07736572890025575
91,96,144,5.142857142857143,0.09207161125319693
92,97,109,3.892857142857143,0.06969309462915602
93,98,131,4.678571428571429,0.08375959079283887
94,99,122,4.357142857142857,0.07800511508951406
95,100,130,4.642857142857143,0.08312020460358056
96,101,131,4.678571428571429,0.08375959079283887
97,102,96,3.4285714285714284,0.061381074168797956
98,104,115,4.107142857142857,0.07352941176470588
99,105,125,4.464285714285714,0.079923273657289
100,106,133,4.75,0.0850383631713555
101,107,132,4.714285714285714,0.08439897698209718
102,108,125,4.464285714285714,0.079923273657289
103,110,129,4.607142857142857,0.08248081841432225
104,111,135,4.821428571428571,0.08631713554987212
105,112,108,3.857142857142857,0.06905370843989769
106,113,100,3.5714285714285716,0.0639386189258312
107,115,143,5.107142857142857,0.09143222506393862
108,117,124,4.428571428571429,0.0792838874680307
109,118,128,4.571428571428571,0.08184143222506395
110,119,119,4.25,0.07608695652173914
111,120,121,4.321428571428571,0.07736572890025575
112,121,137,4.892857142857143,0.08759590792838874
113,122,109,3.892857142857143,0.06969309462915602
114,123,155,5.535714285714286,0.09910485933503836
115,124,119,4.25,0.07608695652173914
116,125,110,3.9285714285714284,0.07033248081841433
117,126,114,4.071428571428571,0.07289002557544758
118,127,125,4.464285714285714,0.079923273657289
119,128,131,4.678571428571429,0.08375959079283887
120,129,133,4.75,0.0850383631713555
121,130,117,4.178571428571429,0.0748081841432225
122,131,146,5.214285714285714,0.09335038363171355
123,132,118,4.214285714285714,0.07544757033248081
124,133,122,4.357142857142857,0.07800511508951406
125,134,156,5.571428571428571,0.09974424552429667
126,135,105,3.75,0.06713554987212277
127,136,145,5.178571428571429,0.09271099744245524
128,137,128,4.571428571428571,0.08184143222506395
129,138,108,3.857142857142857,0.06905370843989769
130,139,109,3.892857142857143,0.06969309462915602
131,140,104,3.7142857142857144,0.06649616368286446
132,141,137,4.892857142857143,0.08759590792838874
133,143,137,4.892857142857143,0.08759590792838874
134,144,116,4.142857142857143,0.0741687979539642
135,145,128,4.571428571428571,0.08184143222506395
136,146,129,4.607142857142857,0.08248081841432225
137,147,110,3.9285714285714284,0.07033248081841433
138,148,117,4.178571428571429,0.0748081841432225
139,149,112,4.0,0.07161125319693094
140,150,127,4.535714285714286,0.08120204603580562
141,151,120,4.285714285714286,0.07672634271099744
142,152,115,4.107142857142857,0.07352941176470588
143,153,142,5.071428571428571,0.0907928388746803
144,154,133,4.75,0.0850383631713555
145,155,171,6.107142857142857,0.10933503836317135
146,157,116,4.142857142857143,0.0741687979539642
147,158,133,4.75,0.0850383631713555
148,159,121,4.321428571428571,0.07736572890025575
149,160,108,3.857142857142857,0.06905370843989769
150,161,98,3.5,0.06265984654731457
151,162,119,4.25,0.07608695652173914
152,163,139,4.964285714285714,0.08887468030690537
153,165,112,4.0,0.07161125319693094
154,166,107,3.8214285714285716,0.06841432225063938
155,167,146,5.214285714285714,0.09335038363171355
156,168,130,4.642857142857143,0.08312020460358056
157,169,134,4.785714285714286,0.08567774936061381
158,170,105,3.75,0.06713554987212277
159,172,127,4.535714285714286,0.08120204603580562
160,173,140,5.0,0.08951406649616368
161,174,126,4.5,0.08056265984654731
162,175,156,5.571428571428571,0.09974424552429667
163,176,147,5.25,0.09398976982097186
164,177,132,4.714285714285714,0.08439897698209718
165,178,136,4.857142857142857,0.08695652173913043
166,179,120,4.285714285714286,0.07672634271099744
167,180,133,4.75,0.0850383631713555
168,181,102,3.642857142857143,0.06521739130434782
169,182,150,5.357142857142857,0.0959079283887468
170,184,136,4.857142857142857,0.08695652173913043
171,185,123,4.392857142857143,0.07864450127877237
172,186,121,4.321428571428571,0.07736572890025575
173,187,136,4.857142857142857,0.08695652173913043
174,188,131,4.678571428571429,0.08375959079283887
175,189,132,4.714285714285714,0.08439897698209718
176,190,132,4.714285714285714,0.08439897698209718
177,191,138,4.928571428571429,0.08823529411764706
178,192,126,4.5,0.08056265984654731
179,193,128,4.571428571428571,0.08184143222506395
180,194,136,4.857142857142857,0.08695652173913043
181,195,116,4.142857142857143,0.0741687979539642
182,196,156,5.571428571428571,0.09974424552429667
183,197,113,4.035714285714286,0.07225063938618925
184,198,121,4.321428571428571,0.07736572890025575
185,199,143,5.107142857142857,0.09143222506393862
186,200,155,5.535714285714286,0.09910485933503836
187,201,121,4.321428571428571,0.07736572890025575
188,202,86,3.0714285714285716,0.054987212276214836
189,203,154,5.5,0.09846547314578005
190,204,112,4.0,0.07161125319693094
191,205,117,4.178571428571429,0.0748081841432225
192,206,127,4.535714285714286,0.08120204603580562
193,207,133,4.75,0.0850383631713555
194,208,120,4.285714285714286,0.07672634271099744
195,209,143,5.107142857142857,0.09143222506393862
196,210,147,5.25,0.09398976982097186
197,211,137,4.892857142857143,0.08759590792838874
198,212,134,4.785714285714286,0.08567774936061381
199,213,127,4.535714285714286,0.08120204603580562
200,214,155,5.535714285714286,0.09910485933503836
201,215,133,4.75,0.0850383631713555
202,216,150,5.357142857142857,0.0959079283887468
203,217,116,4.142857142857143,0.0741687979539642
204,218,118,4.214285714285714,0.07544757033248081
205,219,124,4.428571428571429,0.0792838874680307
206,220,117,4.178571428571429,0.0748081841432225
207,221,95,3.392857142857143,0.06074168797953964
208,222,129,4.607142857142857,0.08248081841432225
209,223,129,4.607142857142857,0.08248081841432225
210,224,126,4.5,0.08056265984654731
211,225,111,3.9642857142857144,0.07097186700767263
212,226,142,5.071428571428571,0.0907928388746803
213,228,98,3.5,0.06265984654731457
